date,year,type,country,state,activity,sex,age,injury,species,source
2017-06-10,2017,Unprovoked,Australia,Victoria,Board activities/sports,F,,"No injury, knocked off board",Other,Victoria Shark Reports
2017-06-10,2017,Unprovoked,Usa,Florida,Board activities/sports,M,19,Laceration to left foot,Other,"Daytona Beach News-Journal, 6/10/2017"
2017-06-07,2017,Unprovoked,United Kingdom,South Devon,Board activities/sports,M,30,"Bruise to leg, cuts to hand sustained when he hit the shark",Other,"C. Moore, GSAF"
2017-06-04,2017,Unprovoked,Usa,Florida,Other,M,,Laceration to shin,Other,"Nine News, 6/7/2017"
2017-06-02,2017,Unprovoked,Bahamas,New Providence ,Swimming activities/sports,F,32,Right forearm severed ,Tiger Shark,"Tribune 242, 6/2/2017"
2017-05-30,2017,Provoked,Usa,South Carolina,Fishing activities,F,20,Right hand bitten by hooked shark PROVOKED INCIDENT,Other,"C. Creswell, GSAF"
2017-05-28,2017,Unprovoked,Usa,Florida,Fishing activities,M,,Lacerations to right arm,Tiger Shark,"M. Michaelson, GSAF"
2017-05-27,2017,Unconfirmed,Australia,New South Wales,Other,M,73,Abrasion to right forearm from pectoral fin of a shark that leapt into his boat,Other,"B. Myatt, GSAF"
2017-05-12,2017,Unprovoked,United Arab Emirates,"Sharjah, ",Other,M,41,Right leg severely bitten,Other,"Gulf News, 5/13/2017"
2017-05-06,2017,Provoked,Australia,Queensland,Fishing activities,M,29,Thigh nipped PROVOKED INCIDENT,Other,"The Sun, 5/6/2017"
2017-05-05,2017,Unprovoked,Mexico,Baja California Sur,Swimming activities/sports,M,33,FATAL,Other,J. Rozada
2017-05-03,2017,Unconfirmed,Usa,California,Board activities/sports,F,18,"Laceration to thigh, likely caused by surfboard fin",Other,"R. Collier, GSAF"
2017-04-29,2017,Unprovoked,Usa,California,Swimming activities/sports,F,,Major injury to posterior thigh,Other,"R. Collier, GSAF"
2017-04-29,2017,Unprovoked,South Africa,Western Cape Province,Board activities/sports,M,14,Minor injury to right calf,Other,"J. de Villiars, News24, 4/29/2017"
2017-04-29,2017,Unprovoked,Usa,South Carolina,Board activities/sports,F,33,Left foot bitten,Other,"C. Creswell, GSAF"
2017-04-29,2017,Unprovoked,Reunion,Saint-Leu,Board activities/sports,M,28,FATAL,Other,"Clicanoo, 4/29/2017"
2017-04-27,2017,Unprovoked,New Zealand,South Island,Board activities/sports,F,20s,Puncture wounds & laceration above knee,Other,"C.Black, GSAF"
2017-04-26,2017,Unconfirmed,Usa,Florida,Other,F,,Alleged laceration to left ankle,Other,"The Sun, 5/6/2017"
2017-04-22,2017,Unprovoked,England,Ascension Island,Swimming activities/sports,F,40,Calf & foot bitten,Other,"Daily Mail, 4/25/2017"
2017-04-20,2017,Unconfirmed,Usa,South Carolina,Swimming activities/sports,M,,Laceration & puncture wounds to left foot,Other,"C. Creswell, GSAF"
2017-04-17,2017,Unprovoked,Usa,Florida,Other,,,Minor bite to the foot,Other,"Daytona Beach News-Journal, 4/17/2017"
2017-04-17,2017,Unprovoked,Australia,Western Australia,Board activities/sports,F,17,FATAL,White Shark,"B. Myatt, GSAF"
2017-04-14,2017,Unprovoked,Usa,Hawaii,Board activities/sports,M,28,Lower right leg severely injured,Tiger Shark,"Hawaii News Now, 4/14/2017"
2017-04-13,2017,Unprovoked,Usa,Florida,Board activities/sports,M,17,Lacerations to right foot,Other,"News4Jax, 4/14/2017"
2017-04-12,2017,Unprovoked,Usa,Florida,Board activities/sports,F,,Lacerations to right foot,Other,"The Surf Station, 4/13/2017"
2017-04-12,2017,Unconfirmed,South Africa,KwaZulu-Natal,Swimming activities/sports,M,68,"Fatal, coroner unable to determine if the diver was alive or had drowned when incident took place.",Other,"E. Ritter, GSAF"
2017-04-11,2017,Unprovoked,Usa,Florida,Board activities/sports,F,35,Calf bitten,Other,"WFTV, 4/11/2017"
2017-04-10,2017,Unprovoked,Usa,Florida,Board activities/sports,F,10,Laceration to calf,Other,"Brevard Times, 4/10/2017"
2017-04-10,2017,Unprovoked,Usa,Florida,Swimming activities/sports,F,21,Minor injury to left hand,Other,"Brevard Times, 4/10/2017"
2017-04-06,2017,Unprovoked,Usa,Florida,Swimming activities/sports,M,16,Foot injured,Other,"Bradenton Herald, 4/7/2017"
2017-04-05,2017,Unprovoked,Usa,Florida,Swimming activities/sports,F,51,"Thigh nipped, minor injury",Other,"AJC, 4/5/2017"
2017-04-02,2017,Unprovoked,Australia,Queensland,Other,M,39,"No injury, shark bit off stern of kayak",Other,"Philly.com, 4/3/2017"
2017-04-02,2017,Unprovoked,Usa,Florida,Swimming activities/sports,F,17,Lacerations to thighs,Bull Shark,Okaloosa County Sheriff's Office
2017-03-27,2017,Unprovoked,Usa,Florida,Board activities/sports,M,58,Minor injury to left foot,Other,"Orlando Sentinel, 3/27/2017"
2017-03-19,2017,Unprovoked,Australia,New South Wales,Board activities/sports,M,30,Minor,Other,"Illawarra Mercury, 1/19/2017"
2017-03-18,2017,Exogens,Usa,California,Board activities/sports,M,,"No injury, kayak bitten",White Shark,"R. Collier, GSAF"
2017-03-11,2017,Unprovoked,Philippines,Luzon Island,Other,M,25,Right thigh injured ,Other,"ABS-CBN, 3/13/2017"
2017-03-09,2017,Unprovoked,Bahamas,The Exuma Cays,Playing or floating in the water,M,58,Abrasions & lacerations to left leg and hand,Lemon Shark,"Kent Live, 3/9/2017"
2017-03-07,2017,Provoked,Mexico,Tamaulipas,Other,M,,Finger severed by  'dead shark' on boat's deck   PROVOKED INCIDENT,Other,"K. McMurray, Tracking Sharks.com, 12/21/2018"
2017-03-01,2017,Unprovoked,Bahamas,The Exuma Cays,Playing or floating in the water,F,,Minor injury to hand,Other,"K. McMurray, Tracking Sharks.com, 5/25/2017"
2017-02-25,2017,Unprovoked,Australia,Western Australia,Swimming activities/sports,F,,Hand bitten,Bull Shark,"Perth Now, 2/27/2017"
2017-02-24,2017,Unprovoked,Australia,Western Australia,Board activities/sports,M,,"No injury, shark struck board",Other,"Perth Now, 2/24/2017"
2017-02-21,2017,Unprovoked,Reunion,Saint-Andre,Board activities/sports,M,26,Fatal,Other,"Surfline, 2/21/2017"
2017-02-17,2017,Unprovoked,Australia,Queensland,Other,M,26,Left leg severely bitten,Other,"Courier Mail, 2/18/2017"
2017-02-11,2017,Unprovoked,Usa,Florida,Swimming activities/sports,M,22,Injury to hand,Other,"Florida Today, 2/11/2017"
2017-02-06,2017,Provoked,Brazil,Pernambuco,Fishing activities,F,,"Minor injury to finger, PROVOKED INCIDENT",Lemon Shark,"O Popular, 2/7/2017"
2017-02-06,2017,Exogens,South Africa,KwaZulu-Natal,Other,M,,"Shark damaged kayak, no injury to occupant",Tiger Shark,"The Citizen, 2/8/2017"
2017-02-01,2017,Exogens,Usa,South Carolina,Other,,,"Shark bit boat, no injury to occupants",White Shark,"YouTube, 2/2/2017"
2017-02-01,2017,Unprovoked,Bahamas,Bimini,Swimming activities/sports,M,37,Lacerations to upper right arm,Other,"Dutch News, 2/2/2017"
2017-01-24,2017,Unprovoked,Brazil,Pernambuco,Swimming activities/sports,M,21,Minor laceration to ring finger,Other,"K. McMurray, Tracking Sharks"
2017-01-22,2017,Unprovoked,Usa,Florida,Other,M,Teen,Puncture wounds to lower arm or hand,Other,"TCPalm, 1/22/2017"
2017-01-21,2017,Unprovoked,Australia,Queensland,Swimming activities/sports,M,55,"Multiple injuries to arm, wrist and torso",Bull Shark,"ABC, 1/21/2017"
2017-01-13,2017,Unprovoked,Australia,Queensland,Swimming activities/sports,M,57,Injury to hand,Other,"Brisbane Times,1/13/2017"
2017-01-13,2017,Unprovoked,Usa,Florida,Other,M,,Minor injury to hand,Other,WPTV. 1/13/2017
2017-01-09,2017,Unprovoked,Indonesia,Bali,Board activities/sports,M,48,Injury to right wrist & forearm,Bull Shark,"Daily Mail, 1/11/2017"
2017-01-05,2017,Unprovoked,Usa,Florida,Other,M,47,Minor injuries to foot,Other,"Florida Today, 1/5/2017"
2017-01-03,2017,Unconfirmed,Australia,New South Wales,Other,M,20,Minor injuries to foot & toes,Other,"Illawarra Mercury, 1/7/2017"
2016-12-27,2016,Unprovoked,Usa,Florida,Board activities/sports,M,16,Lacerations to right forearm,Other,"TCPalm, 12/28/2016"
2016-12-24,2016,Unprovoked,Australia,Western Australia,Swimming activities/sports,F,,Buttock bitten,Other,"Perth Now, 12/28/2016"
2016-12-19,2016,Unprovoked,South Africa,Western Cape Province,Board activities/sports,M,55,"No injury, but ski severely damaged",White Shark,"The Citizen, 12/19/2016"
2016-12-14,2016,Unprovoked,Australia,Western Australia,Swimming activities/sports,M,61,Punctures to left foot/ankle,Other,"Perth Now, 12/15/2016"
2016-12-11,2016,Unprovoked,French Polynesia,Tuamotos,Other,M,40s,Hand injured?,Other,"Tahiti Info, 12/12/2016"
2016-12-11,2016,Unconfirmed,Usa,Florida,Board activities/sports,M,19,Cuts to right ankle & foot,Other,"News Journal, 12/15/2016"
2016-12-06,2016,Provoked,Australia,New South Wales,Board activities/sports,M,20,Lacerations to both hands while attempting to land a hooked shark PROVOKED INCIDENT,Other,Bay 93.9 Geelong
2016-12-01,2016,Unprovoked,Australia,New South Wales,Board activities/sports,M,65,Injuries to foot & arm,White Shark,"B. Myatt, GSAF"
2016-11-28,2016,Provoked,Australia,Victoria,Other,M,73,Laceration to right hand by hooked & gaffed shark. PROVOKED INCIDENT,Other,"ABC News, 11/28/2016"
2016-11-14,2016,Unprovoked,Usa,Hawaii,Playing or floating in the water,F,58,Injuries to right calf and thigh,Tiger Shark,"Maui News, 11/14/2016"
2016-10-30,2016,Unprovoked,Usa,Florida,Board activities/sports,M,41,Lacerations to right foot and ankle,Other,"First Coast News, 10/31/2016"
2016-10-29,2016,Unprovoked,Usa,Florida,Board activities/sports,M,42,Lacerations to right hand,Other,"First Coast News, 10/31/2016"
2016-10-24,2016,Unprovoked,Australia,New South Wales,Board activities/sports,M,36,Lacerations to left thigh,Other,"Daily Mail, 10/24/2016"
2016-10-21,2016,Unprovoked,Usa,Hawaii,Board activities/sports,M,36,Left arm and leg injured,Other,"Surfline, 10/23/2016"
2016-10-15,2016,Unprovoked,Australia,Queensland,Board activities/sports,M,,Torso nipped,Other,"Daily Mail, 10/16/2016"
2016-10-14,2016,Unprovoked,Usa,Hawaii,Swimming activities/sports,F,66,Injuries to left calf,Other,Maui News
2016-10-13,2016,Unconfirmed,Mexico,,Swimming activities/sports,M,,"Shark breached cage, no injury to diver",White Shark,YouTube
2016-10-12,2016,Unprovoked,Australia,New South Wales,Board activities/sports,M,25,Minor wound to lower right leg & surfboard bitten,Other,"Courier Mail, 10/12/2016"
2016-10-10,2016,Unprovoked,Usa,Oregon,Board activities/sports,M,29,Wounds to upper thigh and lower leg,Other,"UP Beacon, 10/12/2016"
2016-10-02,2016,Unprovoked,Usa,Florida,Board activities/sports,M,21,Cuts to dorsal surface of left foot,Other,"Orlando Sentinel, 10/2/2016"
2016-10-01,2016,Unprovoked,Usa,Florida,Board activities/sports,M,32,Minor injuries,Other,"Orlando Sentinel, 10/2/2016"
2016-09-26,2016,Unprovoked,Australia,New South Wales,Board activities/sports,M,17,4 deep lacerations to thigh,White Shark,"ABC.net.au, 09/26/2016"
2016-09-18,2016,Unprovoked,Usa,Florida,Board activities/sports,M,16,Minor injury to thigh,Other,"Orlando Sentinel, 9/19/2016"
2016-09-18,2016,Unprovoked,Usa,Florida,Board activities/sports,M,36,Lacerations to hands,Other,"Orlando Sentinel, 9/19/2016"
2016-09-18,2016,Unprovoked,Usa,Florida,Board activities/sports,M,43,Lacerations to lower leg,Other,"Orlando Sentinel, 9/19/2016"
2016-09-17,2016,Unprovoked,Usa,California,Board activities/sports,M,43,"No injury, board bitten",Other,"R. Collier, GSAF"
2016-09-17,2016,Unprovoked,Australia,Victoria,Board activities/sports,M,,Struck by fin on chest & leg,Other,"The Age, 9/18/2016"
2016-09-16,2016,Unprovoked,Australia,Victoria,Board activities/sports,M,,No injury: Knocked off board by shark,Other,"The Age, 9/16/2016"
2016-09-15,2016,Exogens,Australia,Western Australia,Other,,,Shark rammed boat. No injury to occupant,Other,"West Australian, 9/15/2016"
2016-09-11,2016,Unprovoked,Usa,Florida,Other,M,60s,Minor injury to arm,Other,"News4Jax, 9/11/2016"
2016-09-07,2016,Unprovoked,Usa,Hawaii,Swimming activities/sports,F,51,Severe lacerations to shoulder & forearm,Tiger Shark,"Hawaii News Now, 9/7/2016"
2016-09-06,2016,Unprovoked,New Caledonia,North Province,Board activities/sports,M,50,FATAL,Other,"TVANouvelles, 9/6/2016"
2016-09-05,2016,Unprovoked,Usa,South Carolina,Board activities/sports,F,12,Lacerations & punctures to lower right leg,Other,"C. Creswell, GSAF"
2016-09-05,2016,Unprovoked,Australia,Western Australia,Board activities/sports,M,,"No inury, board broken in half by shark",Other,"Perth Now, 9/5/2016"
2016-09-04,2016,Unprovoked,Usa,Florida,Board activities/sports,M,9,Foot bitten,Other,"Orlando Sentinel, 9/7/2016"
2016-09-01,2016,Unprovoked,Usa,California,Other,M,22,Two toes broken & lacerated,White Shark,"R. Collier, GSAF"
2016-08-29,2016,Unprovoked,Usa,Florida,Board activities/sports,M,25,Lacerations to right foot,Bull Shark,"News Channel 8, 8/30/16"
2016-08-29,2016,Unprovoked,Usa,Florida,Board activities/sports,M,37,Minor injury to ankle,Other,"News Channel 8, 8/30/16"
2016-08-27,2016,Unprovoked,Reunion,,Board activities/sports,M,20,"Right arm severed, ankle severely bitten ",Bull Shark,"LaDepeche, 8/29/2016"
2016-08-25,2016,Unprovoked,Usa,Florida,Other,M,49,Minor injury to ankle,Other,"First Coast News, 7/25/2016"
2016-08-07,2016,Unprovoked,Bahamas,New Providence Island,Swimming activities/sports,M,15,Lacerations to left leg,Other,"ABC, 8/11/2016"
2016-08-06,2016,Unprovoked,Usa,Hawaii,Board activities/sports,M,21,"No inury, shark & board collided",Tiger Shark,"SUP, 8/9/2015"
2016-08-04,2016,Unprovoked,Usa,Florida,Board activities/sports,M,22,Big toe bitten,Black Shark,"News 965, 8/5/2016"
2016-07-29,2016,Unprovoked,Spain,Alicante Province,Swimming activities/sports,M,40,Lacerations to right hand,Other,"Informacion.es, 7/29/2016"
2016-07-28,2016,Unprovoked,China,Hong Kong,Swimming activities/sports,M,72,Lacerations to leg,Other,"Klassick, 7/28/2016"
2016-07-28,2016,Exogens,Australia,Western Australia,Other,M,,"No injury, shark nudged kayak repeatedly",White Shark,"ABC Australia, 7/28/2016"
2016-07-27,2016,Provoked,Usa,Florida,Fishing activities,M,43,Laceration to left forearm PROVOKED INCIDENT,Other,"Tampa Bay Times, 7/27/2016"
2016-07-26,2016,Unprovoked,Australia,New South Wales,Board activities/sports,M,18,"No injury. Leg rope severed, knocked off board by shark",Other,"Gold Coast Bulletin, 7/28/2016"
2016-07-24,2016,Unprovoked,Japan,Kochi Prefecture,Board activities/sports,M,29,Lacerations to left leg,Other,"Japan Times, 7/25/2016"
2016-07-23,2016,Unprovoked,Australia,Tasmania,Board activities/sports,M,36,Calf bumped but no injury,Other,"C. Black, GSAF"
2016-07-23,2016,Unprovoked,Bahamas,Abaco Islands,Other,M,,Lacerations to face and right leg,Bull Shark,"KWTX, 7/23/2016"
2016-07-20,2016,Provoked,Australia,Queensland,Other,M,31,Laceration to left calf from hooked shark PROVOKED INCIDENT,Other,"Nine News, 7/20/2016"
2016-07-17,2016,Exogens,Usa,Alabama,Other,,,"No injury, shark bit trolling motor",Tiger Shark,"Al.com, 7/19/2016"
2016-07-16,2016,Unprovoked,Usa,Florida,Board activities/sports,F,9,Minor injury to leg,Other,"Orlando Sentinel, 7/21/2016"
2016-07-16,2016,Unprovoked,Usa,Florida,Other,F,11,Minor injury to toes,Other,"Orlando Sentinel, 7/21/2016"
2016-07-15,2016,Unprovoked,Usa,California,Board activities/sports,M,61,"No injury, board damaged",White Shark,"R. Collier, GSAF"
2016-07-15,2016,Unprovoked,Usa,South Carolina,Swimming activities/sports,M,,Puncture wounds to foot,Other,"C. Creswell, GSAF"
2016-07-08,2016,Unprovoked,Spain,Canary Islands,Other,F,10,"5 tiny puncture marks to lower leg, treated with hydrogen peroxide",Other,La Opinion de Tenerife
2016-07-08,2016,Exogens,Usa,California,Other,M,,"No injury. Hull bitten, tooth fragment recovered",White Shark,"R. Collier, GSAF"
2016-07-07,2016,Provoked,Usa,Massachusetts,Other,M,59,Fin of hooked shark injured fisherman's forearm. . PROVOKED INCIDENT,Other,Salem News 7/8/2016
2016-07-07,2016,Exogens,Usa,California,Other,M,,"No injury. Hull bitten, tooth fragment recovered",White Shark,"R. Collier, GSAF"
2016-07-06,2016,Unprovoked,Usa,Florida,Swimming activities/sports,F,42,"Buttocks, thigh, left hand & wrist injured",Other,"Florida Today, 7/6/2016"
2016-07-04,2016,Provoked,Australia,Queensland,Other,M,34,Right thigh injured by hooked pregnant female shark PROVOKED INCIDENT,Other,"Cairns Post, 7/9/2016"
2016-06-27,2016,Unprovoked,Usa,South Carolina,Other,M,35,Minor injury,Other,"C. Creswell, GSAF"
2016-06-25,2016,Unprovoked,Usa,North Carolina,Board activities/sports,M,11,Foot injured,Other,"C. Creswell, GSAF"
2016-06-24,2016,Unprovoked,Columbia,Isla Providencia,Swimming activities/sports,M,59,Severe bite to right hand,Other,Dr. A. Velez
2016-06-23,2016,Unprovoked,South Africa,Western Cape Province,Other,M,43,Injuries to left leg & right hand,White Shark,"News 24, 6/23/2016"
2016-06-21,2016,Unprovoked,Usa,South Carolina,Playing or floating in the water,M,42,Lacerations and punctures to foot,Other,"C. Creswell, GSAF"
2016-06-21,2016,Unprovoked,Usa,Florida,Other,M,,Injuries to right calf,Other,"Florida Today, 6/22/2016"
2016-06-15,2016,Unprovoked,Usa,Hawaii,Board activities/sports,M,,Single puncture wound to arm,Other,"West Hawaii Today, 6/16/2016"
2016-06-15,2016,Provoked,Australia,Western Australia,Other,M,19,No injury but shark punctured his wetsuit after he prodded it with his spear PROVOKED INCIDENT,Other,"Perth Now, 6/16/2016"
2016-06-14,2016,Unprovoked,Usa,Texas,Playing or floating in the water,F,6,Injury to lower leg,Other,"Click2Houston, 6/14/2016"
2016-06-11,2016,Unprovoked,Usa,North Carolina,Playing or floating in the water,M,19,Laceration to wrist,Other,"C. Creswell, GSAF"
2016-06-07,2016,Unconfirmed,Usa,South Carolina,Board activities/sports,M,27,"No injury, board damaged",Other,"C. Creswell, GSAF"
2016-06-05,2016,Unprovoked,Usa,Florida,Swimming activities/sports,M,64,Leg bitten,Other,"Daytona Beach News-Journal, 6/5/2016"
2016-06-05,2016,Unprovoked,Australia,Western Australia,Swimming activities/sports,F,60,FATAL,Other,"B. Myatt, GSAF"
2016-06-04,2016,Unprovoked,Egypt,Suez,Swimming activities/sports,M,23,"Leg severely bitten, surgically amputated above the knee",Other,"Ahram Online, 6/4/2016"
2016-06-02,2016,Unprovoked,Australia,New South Wales,Other,M,,"No injury, but sharks repeatedly hit their fins and guns",Bronze Shark,"Gold Coast Bulletin, 6/4/2016"
2016-06-02,2016,Unprovoked,New Caledonia,,Board activities/sports,M,,Laceration to heel,Other,"Les Nouvelles Caledoniennes, 6/3/2016"
2016-05-31,2016,Unprovoked,Australia,Western Australia,Board activities/sports,M,29,FATAL,White Shark,"Perth Now, 5/31/2016"
2016-05-29,2016,Unprovoked,Usa,California,Swimming activities/sports,F,52,Injuries to arm and shoulder,Other,"R. Collier, GSAF"
2016-05-29,2016,Unprovoked,Usa,Florida,Swimming activities/sports,M,13,Injury to posterior right leg,Other,"News4Jax, 5/29/2016"
2016-05-22,2016,Unprovoked,Usa,Florida,Swimming activities/sports,F,57,Puncture wounds to thigh,Other,"Florida Today, 5/22/2016"
2016-05-21,2016,Unprovoked,Usa,Florida,Swimming activities/sports,F,22,Lacerations and puncture wounds to foot and ankle,Bull Shark,"ABC Action News, 6/15/2016"
2016-05-21,2016,Unprovoked,Usa,Florida,Swimming activities/sports,F,11,"Back, arm & hand injured",Other,"Action News Jax, 5/23/2016"
